age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,salary
78,Private,339782,7th-8th,4,Never-married,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,15000.0
60,Private,745062,10th,6,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,34,United-States,15887.9
61,Private,195964,HS-grad,9,Married-spouse-absent,Tech-support,Not-in-family,Black,Male,0,0,32,United-States,41571.24
22,Private,272640,11th,7,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,0,0,56,United-States,25439.03
72,Private,210798,Doctorate,16,Separated,Armed-Forces,Own-child,Other,Female,0,0,52,United-States,127533.91
87,Private,81325,12th,8,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,47,Scotland,25054.73
19,Local-gov,692527,Masters,14,Married-AF-spouse,Protective-serv,Wife,Other,Female,0,0,49,United-States,55832.05
80,Self-emp-inc,786385,5th-6th,3,Widowed,Other-service,Other-relative,White,Female,0,0,46,United-States,16844.37
19,Private,779822,HS-grad,9,Married-AF-spouse,Adm-clerical,Own-child,White,Male,172,0,37,United-States,18736.43
43,Private,217892,Doctorate,16,Separated,Tech-support,Other-relative,White,Male,0,0,38,United-States,160413.53
90,Private,300667,Preschool,1,Separated,Farming-fishing,Other-relative,White,Female,0,0,33,United-States,15000.0
79,Federal-gov,726861,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,37369.24
63,Private,408471,Bachelors,13,Separated,Transport-moving,Unmarried,White,Female,0,0,43,United-States,57949.35
84,Private,457392,Assoc-acdm,12,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,33,United-States,27452.98
42,Private,146817,5th-6th,3,Married-AF-spouse,Adm-clerical,Unmarried,White,Male,0,0,37,United-States,16200.59
52,Local-gov,217836,HS-grad,9,Never-married,Tech-support,Unmarried,White,Male,0,0,24,United-States,34845.09
19,Private,1301378,10th,6,Separated,Armed-Forces,Wife,White,Male,0,0,33,El-Salvador,17594.54
73,Private,1129816,Some-college,10,Divorced,Exec-managerial,Own-child,White,Male,0,0,39,United-States,73160.07
35,Private,875796,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,White,Female,0,0,35,United-States,15000.0
78,Private,329753,Preschool,1,Married-spouse-absent,Exec-managerial,Husband,White,Female,0,0,51,United-States,31699.92
22,Private,566831,Prof-school,15,Divorced,Prof-specialty,Husband,Other,Female,0,0,49,United-States,92901.72
67,Private,106950,12th,8,Divorced,Sales,Unmarried,White,Male,0,0,23,United-States,15130.46
35,Private,207170,10th,6,Never-married,Tech-support,Not-in-family,White,Male,0,0,51,United-States,48130.13
41,Local-gov,319257,Preschool,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,34,United-States,15000.0
47,Local-gov,777522,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,45,United-States,148364.18
49,State-gov,1205087,10th,6,Divorced,Exec-managerial,Own-child,White,Male,0,0,52,Vietnam,86944.35
53,Local-gov,784508,1st-4th,2,Married-civ-spouse,Sales,Own-child,White,Male,0,0,43,Nicaragua,31957.82
51,Private,414060,12th,8,Never-married,Adm-clerical,Own-child,Black,Female,0,0,22,United-States,17743.95
48,Private,231668,Doctorate,16,Widowed,Armed-Forces,Not-in-family,White,Female,0,0,19,United-States,49482.66
19,Local-gov,451913,HS-grad,9,Married-AF-spouse,Priv-house-serv,Not-in-family,Black,Male,0,0,35,United-States,15000.0
28,Private,364398,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,26,United-States,15000.0
33,Private,606222,Bachelors,13,Divorced,Protective-serv,Wife,White,Female,0,3,53,United-States,67746.56
90,Private,1066904,HS-grad,9,Separated,Machine-op-inspct,Other-relative,White,Male,176,0,58,United-States,59441.0
78,Self-emp-not-inc,1332649,5th-6th,3,Widowed,Priv-house-serv,Wife,White,Male,0,0,48,Peru,16110.05
29,Local-gov,495714,11th,7,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,0,0,33,United-States,15000.0
69,Private,198874,1st-4th,2,Widowed,Sales,Unmarried,White,Female,0,0,57,United-States,27384.01
33,Private,272399,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,95,65,United-States,33979.41
28,Federal-gov,143332,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,0,0,36,United-States,18613.95
20,Self-emp-not-inc,306177,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,0,63,United-States,27651.42
46,Private,1312619,Masters,14,Never-married,Machine-op-inspct,Husband,White,Female,0,0,45,United-States,78144.37
38,Without-pay,1272916,Preschool,1,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,17,United-States,15000.0
69,Private,760382,Assoc-voc,11,Widowed,Protective-serv,Own-child,White,Female,0,0,11,United-States,15000.0
51,Private,1279358,1st-4th,2,Divorced,Sales,Not-in-family,White,Female,0,0,42,United-States,23142.36
86,Private,720349,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,198,0,44,United-States,34862.87
19,Private,1185175,5th-6th,3,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,15000.0
64,Private,709023,Preschool,1,Divorced,Handlers-cleaners,Wife,White,Female,0,0,42,Japan,15000.0
24,Self-emp-not-inc,560277,10th,6,Married-AF-spouse,Machine-op-inspct,Wife,White,Male,0,0,35,Hong,15000.0
71,Private,401637,Some-college,10,Separated,Sales,Other-relative,Amer-Indian-Eskimo,Female,0,0,42,United-States,42237.5
61,Private,1180407,7th-8th,4,Married-AF-spouse,Sales,Other-relative,White,Female,0,0,21,United-States,15000.0
56,State-gov,1000671,Doctorate,16,Never-married,Tech-support,Not-in-family,White,Male,0,0,33,United-States,101068.44
90,Private,191417,Masters,14,Never-married,Prof-specialty,Other-relative,White,Male,0,0,29,India,81067.57
55,Private,1330985,Preschool,1,Widowed,Adm-clerical,Other-relative,Other,Male,0,0,39,United-States,15000.0
24,Private,891037,HS-grad,9,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,58,United-States,44260.85
84,State-gov,33446,Some-college,10,Separated,Tech-support,Not-in-family,White,Male,0,0,19,United-States,30515.47
28,Private,386924,Preschool,1,Married-AF-spouse,Protective-serv,Other-relative,White,Female,90,0,60,United-States,18969.59
69,Private,613688,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,15000.0
20,Private,1082456,Doctorate,16,Never-married,Craft-repair,Other-relative,White,Female,0,0,33,United-States,49583.63
65,Self-emp-inc,498968,Assoc-voc,11,Married-AF-spouse,Craft-repair,Wife,White,Female,0,0,49,United-States,51453.18
33,Private,1063367,11th,7,Married-AF-spouse,Farming-fishing,Other-relative,White,Female,0,0,39,United-States,19573.17
90,Local-gov,754700,5th-6th,3,Married-AF-spouse,Exec-managerial,Other-relative,Black,Male,0,0,42,England,43868.75
17,Federal-gov,1464313,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,15000.0
38,Local-gov,705519,Assoc-acdm,12,Widowed,Armed-Forces,Husband,White,Female,0,0,52,Vietnam,64724.84
20,Private,1221617,7th-8th,4,Married-civ-spouse,Craft-repair,Other-relative,Other,Female,0,0,32,United-States,15000.0
50,Private,1009598,HS-grad,9,Separated,Handlers-cleaners,Own-child,White,Female,6,0,45,United-States,24781.93
20,Private,167723,11th,7,Married-AF-spouse,Handlers-cleaners,Own-child,White,Female,0,0,34,United-States,15000.0
20,Private,662619,Assoc-voc,11,Widowed,Handlers-cleaners,Own-child,White,Male,0,0,69,United-States,35287.93
26,Private,281609,Assoc-acdm,12,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,30,United-States,35879.76
64,Private,954413,12th,8,Never-married,Machine-op-inspct,Wife,White,Male,0,0,16,United-States,15000.0
60,Self-emp-not-inc,874845,7th-8th,4,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,30227.5
44,Private,1400530,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,133373.45
85,Private,690917,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,34,United-States,23686.51
64,Self-emp-not-inc,1001120,Doctorate,16,Widowed,Armed-Forces,Not-in-family,White,Male,0,0,46,United-States,131601.47
63,Private,738510,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,46666.21
68,Private,744480,Prof-school,15,Widowed,Protective-serv,Husband,White,Female,0,0,35,United-States,83090.85
48,Private,1370433,Preschool,1,Separated,Sales,Own-child,White,Male,0,0,59,United-States,35446.45
88,Federal-gov,95779,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Wife,White,Male,96,0,30,United-States,68932.94
52,Private,1172111,Preschool,1,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,52,United-States,15000.0
67,Private,523676,Masters,14,Married-spouse-absent,Armed-Forces,Own-child,Black,Female,0,0,51,United-States,80293.67
50,Private,1451229,10th,6,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,31955.45
62,Never-worked,713060,Prof-school,15,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,45,United-States,50836.19
79,Private,568046,1st-4th,2,Widowed,Protective-serv,Own-child,Other,Female,0,0,25,United-States,15000.0
29,Self-emp-inc,244295,10th,6,Divorced,Adm-clerical,Wife,Other,Female,0,0,53,United-States,27720.51
80,Private,26259,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,15,United-States,15000.0
66,Private,271968,Masters,14,Married-spouse-absent,Armed-Forces,Other-relative,White,Female,163,88,23,United-States,37561.91
77,Self-emp-inc,1032936,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,44,40,United-States,44655.97
39,Private,130035,Masters,14,Separated,Protective-serv,Not-in-family,White,Male,223,0,59,United-States,154132.98
76,Private,905318,Doctorate,16,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,64743.24
40,Self-emp-not-inc,1475544,Assoc-acdm,12,Widowed,Protective-serv,Not-in-family,White,Male,0,0,52,United-States,85062.28
69,Private,767596,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,63,United-States,89581.53
36,Private,693775,1st-4th,2,Separated,Priv-house-serv,Unmarried,White,Male,0,0,48,United-States,15801.34
28,Private,1217115,Doctorate,16,Never-married,Priv-house-serv,Own-child,White,Female,0,0,32,United-States,27209.97
69,Private,460067,Bachelors,13,Widowed,Sales,Own-child,White,Male,0,0,34,United-States,69677.35
89,Private,1296253,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,37,United-States,58683.19
39,Private,379841,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,56,United-States,26024.48
68,Self-emp-not-inc,361133,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Female,0,0,60,United-States,61111.66
24,Private,1151610,Some-college,10,Divorced,Priv-house-serv,Wife,White,Male,0,0,42,United-States,16341.68
70,Private,583374,Assoc-voc,11,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,48,United-States,62859.56
32,Private,618919,Assoc-acdm,12,Divorced,Prof-specialty,Other-relative,Other,Female,0,0,43,United-States,64612.47
87,Self-emp-not-inc,502492,1st-4th,2,Married-AF-spouse,Tech-support,Wife,White,Male,0,0,54,United-States,33624.96
21,Self-emp-inc,383921,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,25856.3
86,Self-emp-inc,144411,11th,7,Married-AF-spouse,Farming-fishing,Unmarried,White,Male,0,0,33,United-States,22508.52
63,Private,1456092,Bachelors,13,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,65,Italy,78548.4
27,Private,1424297,Masters,14,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,19,United-States,29188.17
71,Private,82828,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,Laos,49014.48
18,Private,1399691,Bachelors,13,Divorced,Priv-house-serv,Own-child,White,Female,0,0,52,United-States,20760.83
53,Private,1170675,Assoc-acdm,12,Divorced,Armed-Forces,Husband,White,Female,0,0,43,Laos,63456.01
23,Private,740526,9th,5,Separated,Armed-Forces,Husband,White,Male,0,28,48,United-States,22913.83
42,Private,1404498,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,White,Female,134,0,45,Ireland,50566.63
62,Private,56539,5th-6th,3,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,26,United-States,15000.0
70,Local-gov,1113549,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,50,United-States,33410.03
84,Private,604003,9th,5,Separated,Prof-specialty,Husband,Other,Male,0,0,20,United-States,22157.03
44,Private,1360190,11th,7,Divorced,Machine-op-inspct,Husband,White,Male,0,0,63,United-States,53281.55
44,Private,1327294,Some-college,10,Married-AF-spouse,Priv-house-serv,Other-relative,White,Female,0,0,35,United-States,21041.69
46,Private,850592,HS-grad,9,Married-spouse-absent,Other-service,Husband,White,Male,0,0,35,United-States,33151.12
27,Private,856307,Prof-school,15,Divorced,Armed-Forces,Own-child,White,Female,0,0,23,United-States,44624.56
54,Self-emp-inc,19470,Doctorate,16,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,66,United-States,157389.35
49,Private,1302989,5th-6th,3,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,31,United-States,21998.87
42,Private,1428167,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,29,United-States,24014.58
79,Private,128065,Masters,14,Widowed,Transport-moving,Not-in-family,White,Male,378,0,39,United-States,73115.53
30,Local-gov,147837,5th-6th,3,Married-AF-spouse,Tech-support,Husband,White,Male,0,0,46,United-States,26493.86
59,Private,346239,10th,6,Never-married,Adm-clerical,Wife,White,Male,0,0,51,United-States,35314.63
71,Private,1353316,1st-4th,2,Widowed,Farming-fishing,Wife,White,Male,0,0,30,United-States,15000.0
40,Private,664539,1st-4th,2,Never-married,Craft-repair,Own-child,White,Male,0,0,64,United-States,34154.68
24,Private,1113183,1st-4th,2,Never-married,Other-service,Unmarried,Other,Female,0,0,17,United-States,15000.0
83,Private,240487,Some-college,10,Married-AF-spouse,Exec-managerial,Other-relative,White,Female,0,0,30,United-States,56858.66
39,Private,239685,12th,8,Never-married,Transport-moving,Husband,White,Female,0,0,36,United-States,27022.42
73,Private,1105622,Bachelors,13,Divorced,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,0,0,42,United-States,27949.73
48,Private,147912,Doctorate,16,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,210090.7
70,Private,1386083,10th,6,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,13,United-States,16061.35
29,Private,1350824,7th-8th,4,Divorced,Craft-repair,Other-relative,White,Female,0,0,27,United-States,15000.0
47,Local-gov,376595,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,56,United-States,112758.02
85,Private,902055,Assoc-voc,11,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,0,35,Japan,78075.61
26,Private,428810,Preschool,1,Never-married,Prof-specialty,Wife,White,Male,42,0,40,United-States,17408.57
85,Private,483026,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Female,0,2,47,United-States,49750.51
60,Private,191675,10th,6,Married-AF-spouse,Craft-repair,Wife,White,Female,0,0,23,United-States,17187.84
63,State-gov,1468668,Masters,14,Married-spouse-absent,Exec-managerial,Own-child,White,Male,0,0,34,Nicaragua,100270.03
45,Federal-gov,640971,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Female,0,0,31,United-States,15000.0
79,Private,1332601,Assoc-voc,11,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0,0,56,United-States,50901.12
21,Self-emp-inc,936592,12th,8,Married-AF-spouse,Sales,Wife,White,Female,0,0,54,United-States,29210.1
27,Private,1323602,Bachelors,13,Married-AF-spouse,Priv-house-serv,Unmarried,White,Male,0,0,32,United-States,20569.2
57,Private,965759,10th,6,Divorced,Farming-fishing,Unmarried,White,Female,0,0,54,United-States,26256.58
34,Private,54420,10th,6,Married-AF-spouse,Armed-Forces,Unmarried,White,Male,0,0,57,United-States,38870.2
66,Private,1133604,HS-grad,9,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,44,United-States,21965.13
63,Private,1113690,7th-8th,4,Widowed,Exec-managerial,Husband,White,Female,0,0,26,United-States,25555.83
61,Private,171686,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,16375.42
22,Private,820713,Assoc-voc,11,Never-married,Tech-support,Other-relative,White,Female,0,0,47,United-States,42011.88
63,State-gov,536761,1st-4th,2,Married-AF-spouse,Farming-fishing,Husband,White,Female,0,0,35,United-States,15000.0
61,Private,1295806,Bachelors,13,Separated,Prof-specialty,Other-relative,White,Male,0,0,26,United-States,60895.23
46,Private,117042,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Female,0,16,11,Outlying-US(Guam-USVI-etc),15000.0
30,Private,701572,5th-6th,3,Divorced,Armed-Forces,Other-relative,White,Female,0,0,42,United-States,21876.18
68,Private,1372617,Masters,14,Widowed,Armed-Forces,Unmarried,Black,Male,0,0,48,United-States,75890.38
29,Private,404861,Assoc-acdm,12,Widowed,Other-service,Not-in-family,White,Female,0,0,37,United-States,27225.34
85,Without-pay,527649,9th,5,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,37,United-States,24737.33
59,Private,1456270,5th-6th,3,Never-married,Armed-Forces,Unmarried,White,Male,0,0,45,United-States,31178.25
87,Federal-gov,1405448,Some-college,10,Separated,Craft-repair,Husband,White,Female,0,0,29,United-States,26499.94
69,State-gov,1442376,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,55,United-States,31418.6
35,Private,1458903,Some-college,10,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,107,0,32,United-States,20026.7
48,Private,804686,7th-8th,4,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,72,United-States,73849.49
52,Private,1190728,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,36440.69
52,Private,308964,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Male,0,0,18,United-States,19770.55
32,Never-worked,870020,10th,6,Separated,Other-service,Own-child,White,Female,0,0,28,United-States,15000.0
29,Local-gov,1191426,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,52154.46
73,Private,1223944,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,14,United-States,22011.44
49,Private,277724,Assoc-acdm,12,Separated,Farming-fishing,Unmarried,White,Female,0,0,33,United-States,32535.01
41,Private,756355,Masters,14,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,111,0,46,United-States,88947.23
55,Private,405340,Assoc-voc,11,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,34,United-States,18723.8
52,Private,1251165,Doctorate,16,Never-married,Priv-house-serv,Other-relative,Other,Male,93,0,47,United-States,77259.66
38,State-gov,1162552,1st-4th,2,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,24,United-States,15000.0
64,Local-gov,812699,1st-4th,2,Married-civ-spouse,Tech-support,Own-child,White,Female,173,0,46,United-States,29944.66
48,Private,334377,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,39,United-States,40848.19
90,Self-emp-not-inc,105149,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Female,0,0,56,United-States,119865.48
85,Private,925986,12th,8,Never-married,Transport-moving,Own-child,Other,Female,0,0,39,United-States,23623.32
84,Private,509344,Assoc-voc,11,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,64,United-States,118056.26
58,Private,1440541,Assoc-acdm,12,Separated,Tech-support,Wife,White,Female,0,0,23,Vietnam,31388.34
43,Private,1211418,5th-6th,3,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,0,0,49,United-States,30684.02
47,Private,265745,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Other-relative,Black,Male,0,209,43,United-States,129994.9
42,Private,488076,Masters,14,Widowed,Tech-support,Not-in-family,White,Male,0,0,50,United-States,114226.02
51,Private,882402,11th,7,Separated,Adm-clerical,Other-relative,White,Female,0,0,26,United-States,19756.5
33,Private,59966,Some-college,10,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,55,United-States,29556.76
35,Never-worked,1347752,12th,8,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,383,0,36,United-States,38863.47
76,Private,279594,5th-6th,3,Married-AF-spouse,Armed-Forces,Unmarried,White,Male,0,0,23,United-States,16041.25
68,Private,369571,12th,8,Married-AF-spouse,Tech-support,Wife,White,Female,0,0,36,United-States,42915.74
68,Private,1247445,11th,7,Never-married,Craft-repair,Wife,White,Female,18,0,39,United-States,33720.48
75,Private,367073,9th,5,Separated,Transport-moving,Own-child,White,Female,103,0,42,United-States,24604.14
80,Private,1326022,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,White,Female,0,31,50,United-States,53190.08
85,Private,807399,10th,6,Separated,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States,39490.99
88,Private,544398,Preschool,1,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,45,United-States,26950.3
65,Private,794326,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,20,United-States,29946.25
54,Self-emp-not-inc,23672,11th,7,Married-AF-spouse,Farming-fishing,Not-in-family,White,Male,0,0,54,United-States,43207.04
29,Private,1109123,Preschool,1,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,25,United-States,15000.0
67,Private,331345,Prof-school,15,Separated,Adm-clerical,Husband,White,Female,0,0,42,United-States,75428.54
78,Self-emp-inc,487044,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,28,United-States,58004.97
45,Private,239164,Bachelors,13,Never-married,Craft-repair,Other-relative,White,Male,0,0,50,United-States,97143.91
60,Self-emp-not-inc,273369,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,16,United-States,15183.27
53,Private,796157,7th-8th,4,Divorced,Craft-repair,Other-relative,White,Female,0,0,42,United-States,33988.03
29,Private,1226953,Bachelors,13,Widowed,Tech-support,Husband,White,Female,0,0,53,Ireland,72217.8
21,Private,1369827,1st-4th,2,Divorced,Transport-moving,Not-in-family,White,Female,0,0,16,United-States,15000.0
41,Private,477508,7th-8th,4,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,49,United-States,59221.62
52,Private,1466011,1st-4th,2,Married-spouse-absent,Prof-specialty,Husband,White,Female,4,51,42,United-States,34588.09
25,Local-gov,246109,Preschool,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,29,United-States,19219.94
65,Self-emp-inc,630417,1st-4th,2,Married-AF-spouse,Farming-fishing,Own-child,White,Female,0,0,44,United-States,16180.36
41,Private,1295463,Assoc-acdm,12,Separated,Sales,Unmarried,White,Male,0,0,45,United-States,65864.47
88,Private,1325590,Some-college,10,Separated,Tech-support,Not-in-family,White,Male,0,0,52,United-States,64607.87
46,Local-gov,770416,Assoc-voc,11,Never-married,Machine-op-inspct,Wife,White,Male,0,0,24,United-States,30360.46
22,Private,1475557,5th-6th,3,Separated,Other-service,Husband,White,Male,193,0,48,United-States,15000.0
59,Local-gov,1438705,11th,7,Married-spouse-absent,Exec-managerial,Other-relative,White,Male,0,0,41,United-States,64257.09
90,Private,1128382,7th-8th,4,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,47,United-States,36417.66
36,State-gov,1209010,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,45,United-States,76937.96
90,Private,1116698,7th-8th,4,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,0,0,22,United-States,18388.47
45,Local-gov,93805,Doctorate,16,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,42,United-States,74745.06
43,Private,940728,7th-8th,4,Married-spouse-absent,Adm-clerical,Wife,White,Male,0,0,37,Portugal,27269.31
25,Private,490545,Prof-school,15,Married-spouse-absent,Exec-managerial,Wife,White,Male,0,0,26,United-States,73800.03
66,Private,790768,Doctorate,16,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,39,Germany,47384.72
67,Private,940291,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Male,0,0,42,United-States,93378.2
32,Private,405991,Doctorate,16,Never-married,Farming-fishing,Own-child,White,Male,75,0,32,United-States,57590.48
71,Private,225963,5th-6th,3,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,0,0,31,United-States,15000.0
61,Self-emp-not-inc,101860,9th,5,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,42,United-States,41756.86
54,Self-emp-not-inc,277429,Assoc-acdm,12,Married-AF-spouse,Craft-repair,Not-in-family,White,Male,0,0,32,United-States,52568.65
28,Private,598141,HS-grad,9,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,38,United-States,35693.91
35,Private,131246,Masters,14,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,10,40,United-States,41065.46
54,Private,1134487,7th-8th,4,Married-civ-spouse,Sales,Wife,White,Female,0,0,61,Cuba,56739.54
37,Private,1363168,Masters,14,Separated,Armed-Forces,Not-in-family,White,Male,113,0,50,United-States,104598.94
54,Private,841219,5th-6th,3,Married-AF-spouse,Armed-Forces,Unmarried,White,Female,0,0,47,United-States,30143.89
18,Private,1177918,9th,5,Widowed,Farming-fishing,Own-child,Black,Female,0,0,24,Germany,15000.0
30,Local-gov,81074,10th,6,Married-AF-spouse,Other-service,Husband,Other,Female,0,0,49,United-States,18781.04
84,Private,681844,12th,8,Separated,Handlers-cleaners,Own-child,White,Male,0,0,41,United-States,18386.2
32,Private,1269663,Preschool,1,Separated,Priv-house-serv,Wife,White,Female,0,0,32,United-States,15000.0
44,Private,1062905,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,42,United-States,29146.91
40,Private,325414,12th,8,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0,0,32,United-States,23222.65
87,Local-gov,1473576,Masters,14,Widowed,Tech-support,Not-in-family,White,Male,0,0,43,United-States,116468.49
75,Private,436228,9th,5,Married-spouse-absent,Tech-support,Wife,White,Male,310,0,49,United-States,42791.83
72,Without-pay,1277426,1st-4th,2,Married-AF-spouse,Priv-house-serv,Unmarried,White,Male,0,0,37,United-States,15000.0
65,Private,576464,Some-college,10,Married-AF-spouse,Handlers-cleaners,Husband,White,Male,27,0,29,United-States,18581.81
77,Never-worked,890507,12th,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,45,United-States,28070.0
39,Private,129095,7th-8th,4,Married-civ-spouse,Other-service,Other-relative,White,Female,0,69,10,United-States,15000.0
86,Local-gov,157892,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,63,United-States,142317.45
35,Private,298581,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,0,0,29,United-States,42560.46
42,Private,554043,Preschool,1,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,32131.71
58,Private,1273772,Some-college,10,Widowed,Other-service,Wife,White,Female,0,0,24,United-States,16925.49
79,Private,623337,Preschool,1,Widowed,Machine-op-inspct,Husband,White,Male,0,0,19,United-States,15000.0
